
Call:
model.avg(object = stse_consensus@objects)

Component model call: 
glm(formula = paste(f, ""), family = binomial, data = data)

Component models: 
            df logLik  AICc delta weight
8/19/20/22   5 -20.32 52.78 36.13   0.00
3/8/19/22    5 -20.32 52.78 36.13   0.00
8/13/15/20   5 -20.32 52.78 36.14   0.00
16/19/26/30  5 -20.32 52.78 36.14   0.00
8/13/20/24   5 -20.32 52.78 36.14   0.00
4/24         3 -22.99 52.78 36.14   0.00
6/22/27      4 -21.70 52.78 36.14   0.00
5/9/15/26    5 -20.32 52.78 36.14   0.00
7/8/9/15     5 -20.32 52.79 36.15   0.00
4/16         3 -22.99 52.79 36.15   0.00
5/8/9/25     5 -20.32 52.79 36.15   0.00
5/8/12/24    5 -20.32 52.79 36.15   0.00
5/9/24/26    5 -20.32 52.79 36.15   0.00
9/13/21      4 -21.71 52.79 36.15   0.00
3/8/12/25    5 -20.32 52.79 36.15   0.00
6/19/24/26   5 -20.32 52.79 36.15   0.00
1/11/28/29   9 -13.65 52.79 36.15   0.00
4/7/8/23     6 -18.84 52.79 36.15   0.00
16/18/26/30  5 -20.33 52.80 36.15   0.00
8/9/15/20    5 -20.33 52.80 36.15   0.00
2/16/26/30   5 -20.33 52.80 36.15   0.00
13/18        3 -23.00 52.80 36.15   0.00
2/22/26/30   5 -20.33 52.80 36.16   0.00
8/16/18/30   5 -20.33 52.80 36.16   0.00
18/19/26/30  5 -20.33 52.80 36.16   0.00
2/19/26/30   5 -20.33 52.80 36.16   0.00
5/8/10/30    6 -18.84 52.80 36.16   0.00
7/8/9/18     5 -20.33 52.80 36.16   0.00
18/22/26/30  5 -20.33 52.80 36.16   0.00
5/8/12/16    5 -20.33 52.80 36.16   0.00
2/20         3 -23.00 52.80 36.16   0.00
8/12/16/25   5 -20.33 52.80 36.16   0.00
5/8/9/24     5 -20.33 52.80 36.16   0.00
5/8/9/14     5 -20.33 52.80 36.16   0.00
8/15/16/19   5 -20.33 52.80 36.16   0.00
4/5          3 -23.00 52.80 36.16   0.00
9/13/24/26   5 -20.33 52.80 36.16   0.00
11/16/26     5 -20.33 52.80 36.16   0.00
8/15/19/24   5 -20.33 52.80 36.16   0.00
3/8/13/20    5 -20.33 52.80 36.16   0.00
5/8/12/15    5 -20.33 52.81 36.17   0.00
5/9/12/26    5 -20.33 52.81 36.17   0.00
20/30        3 -23.01 52.81 36.17   0.00
6/13/30      4 -21.72 52.81 36.17   0.00
8/16/22/30   5 -20.33 52.81 36.17   0.00
8/9/20/25    5 -20.34 52.81 36.17   0.00
3/4/10/26    6 -18.85 52.81 36.17   0.00
4/15         3 -23.01 52.81 36.17   0.00
2/18/26/30   5 -20.34 52.82 36.17   0.00
7/8/9/16     5 -20.34 52.82 36.18   0.00
22/30        3 -23.01 52.82 36.18   0.00
2/5/12/26    5 -20.34 52.82 36.18   0.00
3/7/8/18     5 -20.34 52.82 36.18   0.00
10/20/24/26  6 -18.85 52.82 36.18   0.00
6/13/15/26   5 -20.34 52.82 36.18   0.00
3/8/24/30    5 -20.34 52.82 36.18   0.00
6/12/24/26   5 -20.34 52.82 36.18   0.00
5/6/27       4 -21.72 52.82 36.18   0.00
8/14/15/19   5 -20.34 52.82 36.18   0.00
12/20        3 -23.01 52.82 36.18   0.00
7/9/13/26    5 -20.34 52.83 36.18   0.00
4/10/16/26   6 -18.86 52.83 36.19   0.00
8/15/19/20   5 -20.34 52.83 36.19   0.00
5/19/24/26   5 -20.34 52.83 36.19   0.00
2/22         3 -23.01 52.83 36.19   0.00
5/8/13/22    5 -20.34 52.83 36.19   0.00
13/20/24/26  5 -20.34 52.83 36.19   0.00
5/20/24/26   5 -20.34 52.83 36.19   0.00
7/8/15/30    5 -20.34 52.83 36.19   0.00
3/15/19/26   5 -20.34 52.83 36.19   0.00
5/9/22/26    5 -20.35 52.83 36.19   0.00
4/25         3 -23.02 52.84 36.19   0.00
3/15/22/26   5 -20.35 52.84 36.19   0.00
8/11/19      5 -20.35 52.84 36.19   0.00
5/8/13/20    5 -20.35 52.84 36.19   0.00
3/13         3 -23.02 52.84 36.19   0.00
7/8/12/15    5 -20.35 52.84 36.19   0.00
4/19         3 -23.02 52.84 36.20   0.00
11/19/26     5 -20.35 52.84 36.20   0.00
13/18/21     4 -21.73 52.84 36.20   0.00
5/14/24/26   5 -20.35 52.84 36.20   0.00
13/14/21     4 -21.73 52.84 36.20   0.00
7/8/14/30    5 -20.35 52.84 36.20   0.00
7/13         3 -23.02 52.84 36.20   0.00
3/8/18/19    5 -20.35 52.84 36.20   0.00
13/19        3 -23.02 52.85 36.20   0.00
9/21/30      4 -21.73 52.85 36.21   0.00
7/8/12/16    5 -20.35 52.85 36.21   0.00
3/13/24/26   5 -20.35 52.85 36.21   0.00
6/13/19/26   5 -20.35 52.85 36.21   0.00
5/16/24/26   5 -20.35 52.85 36.21   0.00
4/6/27       4 -21.74 52.85 36.21   0.00
4/7/8/29     6 -18.87 52.85 36.21   0.00
5/10         4 -21.74 52.85 36.21   0.00
6/9/27       4 -21.74 52.85 36.21   0.00
6/7/27       4 -21.74 52.85 36.21   0.00
7/8/12/24    5 -20.36 52.85 36.21   0.00
3/8/9/20     5 -20.36 52.86 36.21   0.00
4/13/21      4 -21.74 52.86 36.22   0.00
5/8/24/30    5 -20.36 52.86 36.22   0.00
13/15        3 -23.03 52.86 36.22   0.00
3/8/14/30    5 -20.36 52.86 36.22   0.00
10/30        4 -21.74 52.86 36.22   0.00
8/18/19/24   5 -20.36 52.86 36.22   0.00
4/6/10/26    6 -18.87 52.86 36.22   0.00
8/15/18/30   5 -20.36 52.86 36.22   0.00
13/16/21     4 -21.74 52.86 36.22   0.00
7/8/24/30    5 -20.36 52.86 36.22   0.00
7/8/25/30    5 -20.36 52.86 36.22   0.00
5/8/15/30    5 -20.36 52.86 36.22   0.00
3/23/26      5 -20.36 52.86 36.22   0.00
5/13         3 -23.03 52.86 36.22   0.00
6/12/13/26   5 -20.36 52.87 36.22   0.00
13/25        3 -23.03 52.87 36.22   0.00
13/24        3 -23.03 52.87 36.22   0.00
6/16/27      4 -21.74 52.87 36.23   0.00
3/11/26      5 -20.36 52.87 36.23   0.00
5/24/25/26   5 -20.36 52.87 36.23   0.00
8/13/14/20   5 -20.36 52.87 36.23   0.00
3/8/15/30    5 -20.36 52.87 36.23   0.00
3/15/18/26   5 -20.36 52.87 36.23   0.00
3/8/25/30    5 -20.36 52.87 36.23   0.00
6/20/27      4 -21.75 52.87 36.23   0.00
6/14/27      4 -21.75 52.87 36.23   0.00
3/7/15/26    5 -20.36 52.87 36.23   0.00
3/7/8/20     5 -20.37 52.87 36.23   0.00
3/14/15/26   5 -20.37 52.87 36.23   0.00
18/30        3 -23.04 52.87 36.23   0.00
2/6/27       4 -21.75 52.87 36.23   0.00
6/15/19/26   5 -20.37 52.87 36.23   0.00
6/25/27      4 -21.75 52.87 36.23   0.00
6/24/27      4 -21.75 52.87 36.23   0.00
8/12/24/25   5 -20.37 52.88 36.23   0.00
8/13/16/20   5 -20.37 52.88 36.23   0.00
2/3/15/26    5 -20.37 52.88 36.23   0.00
7/8/20/25    5 -20.37 52.88 36.23   0.00
13/15/24/26  5 -20.37 52.88 36.23   0.00
8/18/19/20   5 -20.37 52.88 36.23   0.00
2/5/19/26    5 -20.37 52.88 36.23   0.00
6/16/24/26   5 -20.37 52.88 36.24   0.00
5/8/25/30    5 -20.37 52.88 36.24   0.00
10/11/26     6 -18.88 52.88 36.24   0.00
5/15/22/26   5 -20.37 52.88 36.24   0.00
8/12/15/25   5 -20.37 52.88 36.24   0.00
8/14/18/19   5 -20.37 52.88 36.24   0.00
13/21/22     4 -21.75 52.88 36.24   0.00
8/14/22/30   5 -20.37 52.88 36.24   0.00
2/18         3 -23.04 52.88 36.24   0.00
9/12/18/26   5 -20.37 52.88 36.24   0.00
5/8/14/30    5 -20.37 52.88 36.24   0.00
8/22/25/30   5 -20.37 52.89 36.24   0.00
29           3 -23.04 52.89 36.25   0.00
2/13/24/26   5 -20.37 52.89 36.25   0.00
9/14         3 -23.04 52.89 36.25   0.00
6/10/15/26   6 -18.89 52.89 36.25   0.00
5/15/25/26   5 -20.37 52.89 36.25   0.00
8/16/19/24   5 -20.37 52.89 36.25   0.00
5/8/9/13     5 -20.38 52.89 36.25   0.00
8/18/25/30   5 -20.38 52.90 36.25   0.00
6/19/25/26   5 -20.38 52.90 36.25   0.00
4/8/29/30    6 -18.89 52.90 36.26   0.00
3/8/16/19    5 -20.38 52.90 36.26   0.00
2/7          3 -23.05 52.90 36.26   0.00
6/11/26/27   6 -18.89 52.90 36.26   0.00
25/30        3 -23.05 52.90 36.26   0.00
8/14/18/30   5 -20.38 52.90 36.26   0.00
8/18/24/30   5 -20.38 52.90 36.26   0.00
2/9/13/26    5 -20.38 52.90 36.26   0.00
6/7/24/26    5 -20.38 52.90 36.26   0.00
10/12/20/26  6 -18.90 52.90 36.26   0.00
2/5/18/26    5 -20.38 52.90 36.26   0.00
2/3          3 -23.05 52.91 36.26   0.00
11/18/21/26  6 -18.90 52.91 36.26   0.00
8/15/22/30   5 -20.38 52.91 36.27   0.00
18/23/26     5 -20.38 52.91 36.27   0.00
2/6/8/29     6 -18.90 52.91 36.27   0.00
8/9/20/22    5 -20.38 52.91 36.27   0.00
7/13/21      4 -21.76 52.91 36.27   0.00
5/13/21      4 -21.77 52.91 36.27   0.00
2/16         3 -23.06 52.91 36.27   0.00
8/14/16/19   5 -20.38 52.91 36.27   0.00
5/9/14/26    5 -20.38 52.91 36.27   0.00
5/8/9/15     5 -20.39 52.91 36.27   0.00
8/16/19/20   5 -20.39 52.91 36.27   0.00
4/8/12/23    6 -18.90 52.91 36.27   0.00
8/22/24/30   5 -20.39 52.91 36.27   0.00
2/5/13/26    5 -20.39 52.92 36.27   0.00
9/11/21/26   6 -18.90 52.92 36.27   0.00
13/15/21     4 -21.77 52.92 36.28   0.00
13/21/24     4 -21.77 52.92 36.28   0.00
5/12/22/26   5 -20.39 52.92 36.28   0.00
8/16/24/30   5 -20.39 52.92 36.28   0.00
10/15/20/26  6 -18.91 52.92 36.28   0.00
5/8/9/18     5 -20.39 52.92 36.28   0.00
2/5/22/26    5 -20.39 52.92 36.28   0.00
2/5/20/26    5 -20.39 52.93 36.28   0.00
13/19/21     4 -21.77 52.93 36.28   0.00
8/9/29       5 -20.39 52.93 36.28   0.00
5/15/20/26   5 -20.39 52.93 36.28   0.00
4/8/21/29    6 -18.91 52.93 36.29   0.00
13/21/25     4 -21.77 52.93 36.29   0.00
2/11/21/26   6 -18.91 52.93 36.29   0.00
7/13/24/26   5 -20.39 52.93 36.29   0.00
6/12/19/26   5 -20.39 52.93 36.29   0.00
9/13/20/26   5 -20.39 52.93 36.29   0.00
19/23/26     5 -20.39 52.93 36.29   0.00
3/9/18/26    5 -20.39 52.93 36.29   0.00
3/7/8/22     5 -20.39 52.93 36.29   0.00
2/24         3 -23.07 52.93 36.29   0.00
21/26/29/30  6 -18.91 52.93 36.29   0.00
2/15         3 -23.07 52.93 36.29   0.00
6/19/22/26   5 -20.40 52.93 36.29   0.00
2/25         3 -23.07 52.93 36.29   0.00
8/16/25/30   5 -20.40 52.94 36.30   0.00
23/25/26     5 -20.40 52.94 36.30   0.00
6/24/25/26   5 -20.40 52.94 36.30   0.00
5/13/15/26   5 -20.40 52.94 36.30   0.00
2/19         3 -23.07 52.94 36.30   0.00
8/9/16/20    5 -20.40 52.94 36.30   0.00
5/9/19/26    5 -20.40 52.95 36.30   0.00
4/8/10/30    6 -18.92 52.95 36.30   0.00
8/15/16/30   5 -20.40 52.95 36.30   0.00
6/8/11/21    6 -18.92 52.95 36.30   0.00
8/14/16/30   5 -20.40 52.95 36.31   0.00
6/20/24/26   5 -20.40 52.95 36.31   0.00
6/15/22/26   5 -20.40 52.95 36.31   0.00
19/30        3 -23.07 52.95 36.31   0.00
5/8/10/18    6 -18.92 52.95 36.31   0.00
5/15/18/26   5 -20.40 52.95 36.31   0.00
6/12/20/26   5 -20.41 52.95 36.31   0.00
2/5/25/26    5 -20.41 52.95 36.31   0.00
21/26/27/29  6 -18.92 52.95 36.31   0.00
2/5/16/26    5 -20.41 52.95 36.31   0.00
2/5/14/26    5 -20.41 52.96 36.31   0.00
24/30        3 -23.08 52.96 36.32   0.00
2/6/24/26    5 -20.41 52.96 36.32   0.00
8/12/22/23   6 -18.92 52.96 36.32   0.00
12/26/29     5 -20.41 52.96 36.32   0.00
8/9/18/20    5 -20.41 52.96 36.32   0.00
11/14/26     5 -20.41 52.97 36.32   0.00
6/22/24/26   5 -20.41 52.97 36.32   0.00
9/13/18/26   5 -20.41 52.97 36.32   0.00
6/15/20/26   5 -20.41 52.97 36.32   0.00
5/15/19/26   5 -20.41 52.97 36.32   0.00
5/8/9/16     5 -20.41 52.97 36.33   0.00
3/8/19/24    5 -20.41 52.97 36.33   0.00
6/13/25/26   5 -20.41 52.97 36.33   0.00
5/9/20/26    5 -20.41 52.97 36.33   0.00
7/30         3 -23.08 52.97 36.33   0.00
6/7/12/26    5 -20.41 52.97 36.33   0.00
8/9/14/20    5 -20.41 52.97 36.33   0.00
7/11/21/26   6 -18.93 52.97 36.33   0.00
5/15/16/26   5 -20.41 52.97 36.33   0.00
12/24        3 -23.09 52.97 36.33   0.00
8/14/19/24   5 -20.41 52.97 36.33   0.00
3/8/14/19    5 -20.41 52.97 36.33   0.00
8/19/20/24   5 -20.41 52.97 36.33   0.00
3/8/19/20    5 -20.41 52.97 36.33   0.00
5/12/20/26   5 -20.41 52.97 36.33   0.00
3/5/8/18     5 -20.41 52.97 36.33   0.00
9/10/20/26   6 -18.93 52.97 36.33   0.00
11/13/26     5 -20.42 52.97 36.33   0.00
11/18/26     5 -20.42 52.97 36.33   0.00
6/18/24/26   5 -20.42 52.98 36.33   0.00
3/6/24/26    5 -20.42 52.98 36.34   0.00
8/10/21/30   6 -18.93 52.98 36.34   0.00
3/6/19/26    5 -20.42 52.98 36.34   0.00
8/14/19/20   5 -20.42 52.98 36.34   0.00
5/14/15/26   5 -20.42 52.98 36.34   0.00
6/12/25/26   5 -20.42 52.98 36.34   0.00
11/25/26     5 -20.42 52.98 36.34   0.00
21/23/26/27  6 -18.94 52.98 36.34   0.00
24/26/29     5 -20.42 52.98 36.34   0.00
9/21/27      4 -21.80 52.99 36.35   0.00
5/8/18/22    5 -20.42 52.99 36.35   0.00
7/8/13/14    5 -20.42 52.99 36.35   0.00
5/9/25/26    5 -20.42 52.99 36.35   0.00
6/7/15/26    5 -20.42 52.99 36.35   0.00
5/9/16/26    5 -20.43 52.99 36.35   0.00
9/12/13/26   5 -20.43 52.99 36.35   0.00
13/16/24/26  5 -20.43 52.99 36.35   0.00
5/8/10/21    6 -18.94 53.00 36.35   0.00
26/28        5 -20.43 53.00 36.35   0.00
6/14/24/26   5 -20.43 53.00 36.35   0.00
6/12/18/26   5 -20.43 53.00 36.35   0.00
6/23/26/27   6 -18.94 53.00 36.36   0.00
8/24/26/28   7 -17.34 53.00 36.36   0.00
12/19        3 -23.10 53.00 36.36   0.00
3/6/10/26    6 -18.94 53.00 36.36   0.00
6/12/22/26   5 -20.43 53.00 36.36   0.00
6/11/21/26   6 -18.95 53.00 36.36   0.00
7/11/26      5 -20.43 53.00 36.36   0.00
11/20/26     5 -20.43 53.00 36.36   0.00
6/10/24/26   6 -18.95 53.01 36.36   0.00
3/30         3 -23.10 53.01 36.36   0.00
7/8/13/18    5 -20.43 53.01 36.37   0.00
5/12/13/26   5 -20.43 53.01 36.37   0.00
22/23/26     5 -20.43 53.01 36.37   0.00
6/15/16/26   5 -20.43 53.01 36.37   0.00
9/22         3 -23.11 53.01 36.37   0.00
6/26/29      5 -20.43 53.01 36.37   0.00
11/22/26     5 -20.44 53.01 36.37   0.00
4/10/18/26   6 -18.95 53.01 36.37   0.00
5/7/22/26    5 -20.44 53.01 36.37   0.00
4/8/10/20    6 -18.95 53.02 36.37   0.00
7/8/18/22    5 -20.44 53.02 36.37   0.00
7/12         3 -23.11 53.02 36.37   0.00
3/4/8/29     6 -18.95 53.02 36.37   0.00
2/23/26      5 -20.44 53.02 36.37   0.00
4/10/26/27   6 -18.95 53.02 36.37   0.00
13/23/26     5 -20.44 53.02 36.37   0.00
12/13/24/26  5 -20.44 53.02 36.38   0.00
16/23/26     5 -20.44 53.02 36.38   0.00
7/23/26      5 -20.44 53.02 36.38   0.00
14/23/26     5 -20.44 53.02 36.38   0.00
14/30        3 -23.11 53.02 36.38   0.00
6/12/16/26   5 -20.44 53.02 36.38   0.00
11/21/25/26  6 -18.96 53.02 36.38   0.00
3/16/24/26   5 -20.44 53.02 36.38   0.00
2/6/15/26    5 -20.44 53.02 36.38   0.00
6/15/18/26   5 -20.44 53.02 36.38   0.00
8/12/28/30   7 -17.36 53.02 36.38   0.00
5/7/19/26    5 -20.44 53.02 36.38   0.00
7/9/12/26    5 -20.44 53.03 36.38   0.00
6/12/14/26   5 -20.44 53.03 36.38   0.00
10/13        4 -21.82 53.03 36.39   0.00
6/8/14/29    6 -18.96 53.03 36.39   0.00
8/9/13/24    5 -20.44 53.03 36.39   0.00
10/12        4 -21.83 53.03 36.39   0.00
15/20/24/26  5 -20.44 53.03 36.39   0.00
4/8/10/18    6 -18.96 53.03 36.39   0.00
6/8/13/29    6 -18.96 53.03 36.39   0.00
6/7/19/26    5 -20.45 53.03 36.39   0.00
4/10/14/26   6 -18.96 53.03 36.39   0.00
6/14/15/26   5 -20.45 53.03 36.39   0.00
6/16/19/26   5 -20.45 53.03 36.39   0.00
3/6/8/29     6 -18.96 53.04 36.39   0.00
6/13/22/26   5 -20.45 53.04 36.40   0.00
5/12/14/26   5 -20.45 53.04 36.40   0.00
8/12/23/25   6 -18.97 53.04 36.40   0.00
5/30         3 -23.12 53.04 36.40   0.00
13/18/24/26  5 -20.45 53.04 36.40   0.00
5/7/13/26    5 -20.45 53.04 36.40   0.00
9/13/15/26   5 -20.45 53.04 36.40   0.00
12/15/20/26  5 -20.45 53.05 36.40   0.00
5/12/19/26   5 -20.45 53.05 36.41   0.00
3/6/12/26    5 -20.45 53.05 36.41   0.00
5/8/20/22    5 -20.45 53.05 36.41   0.00
5/12/25/26   5 -20.45 53.05 36.41   0.00
7/8/13/25    5 -20.45 53.05 36.41   0.00
5/12/16/26   5 -20.45 53.05 36.41   0.00
3/8/12/15    5 -20.46 53.05 36.41   0.00
4/10/25/26   6 -18.97 53.05 36.41   0.00
2/6/19/26    5 -20.46 53.05 36.41   0.00
6/13/20/26   5 -20.46 53.05 36.41   0.00
15/30        3 -23.13 53.06 36.41   0.00
6/16/25/26   5 -20.46 53.06 36.41   0.00
8/11/30      5 -20.46 53.06 36.42   0.00
13/22/24/26  5 -20.46 53.06 36.42   0.00
5/7/14/26    5 -20.46 53.06 36.42   0.00
2/6/12/26    5 -20.46 53.06 36.42   0.00
4/8/10/21    6 -18.98 53.06 36.42   0.00
6/14/19/26   5 -20.46 53.06 36.42   0.00
6/18/19/26   5 -20.46 53.06 36.42   0.00
3/6/13/26    5 -20.46 53.06 36.42   0.00
4/10/13/26   6 -18.98 53.07 36.42   0.00
2/15/24/26   5 -20.46 53.07 36.43   0.00
8/11/19/30   6 -18.98 53.07 36.43   0.00
4/8/26/28    7 -17.38 53.07 36.43   0.00
12/16        3 -23.13 53.07 36.43   0.00
8/21/23/27   6 -18.98 53.07 36.43   0.00
3/9/14/26    5 -20.46 53.07 36.43   0.00
3/8/9/13     5 -20.46 53.07 36.43   0.00
4/10/19/26   6 -18.98 53.07 36.43   0.00
5/7/18/26    5 -20.46 53.07 36.43   0.00
13/24/25/26  5 -20.47 53.07 36.43   0.00
4/7/10/26    6 -18.98 53.07 36.43   0.00
2/4/10/26    6 -18.98 53.08 36.43   0.00
5/7/25/26    5 -20.47 53.08 36.43   0.00
8/9/13/22    5 -20.47 53.08 36.43   0.00
9/13/14/26   5 -20.47 53.08 36.44   0.00
5/7/20/26    5 -20.47 53.08 36.44   0.00
6/10/20/26   6 -18.98 53.08 36.44   0.00
4/10/22/26   6 -18.99 53.08 36.44   0.00
5/9          3 -23.14 53.08 36.44   0.00
5/19/22/26   5 -20.47 53.08 36.44   0.00
5/7/16/26    5 -20.47 53.08 36.44   0.00
6/7/13/26    5 -20.47 53.09 36.44   0.00
4/10/12/26   6 -18.99 53.09 36.44   0.00
3/9/16/26    5 -20.47 53.09 36.44   0.00
13/19/24/26  5 -20.47 53.09 36.45   0.00
3/9/24/26    5 -20.47 53.09 36.45   0.00
4/8/18/23    6 -18.99 53.09 36.45   0.00
3/8/12/24    5 -20.47 53.09 36.45   0.00
13/14/24/26  5 -20.47 53.09 36.45   0.00
3/7/9/26     5 -20.47 53.09 36.45   0.00
6/13/16/26   5 -20.47 53.09 36.45   0.00
8/15/24/30   5 -20.47 53.09 36.45   0.00
3/8/9/15     5 -20.47 53.09 36.45   0.00
7/15/24/26   5 -20.48 53.09 36.45   0.00
9/13/22/26   5 -20.48 53.09 36.45   0.00
5/8/18/20    5 -20.48 53.09 36.45   0.00
8/10/13/21   6 -18.99 53.09 36.45   0.00
3/9/12/26    5 -20.48 53.09 36.45   0.00
5/19/20/26   5 -20.48 53.09 36.45   0.00
2/7/9/26     5 -20.48 53.09 36.45   0.00
21/23/26/30  6 -18.99 53.10 36.46   0.00
6/10/12/26   6 -18.99 53.10 36.46   0.00
2/20/24/26   5 -20.48 53.10 36.46   0.00
2/6/13/26    5 -20.48 53.10 36.46   0.00
6/8/22/29    6 -19.00 53.10 36.46   0.00
8/9/13/14    5 -20.48 53.11 36.46   0.00
12/15/24/26  5 -20.48 53.11 36.47   0.00
3/9/19/26    5 -20.48 53.11 36.47   0.00
6/13/18/26   5 -20.48 53.11 36.47   0.00
6/8/24/29    6 -19.00 53.11 36.47   0.00
8/14/15/30   5 -20.48 53.11 36.47   0.00
8/15/25/30   5 -20.48 53.11 36.47   0.00
3/6/21/27    5 -20.48 53.11 36.47   0.00
3/18/24/26   5 -20.48 53.11 36.47   0.00
4/8/28/30    7 -17.40 53.11 36.47   0.00
7/8/15/20    5 -20.48 53.11 36.47   0.00
5/18/22/26   5 -20.48 53.11 36.47   0.00
2/8/12/23    6 -19.00 53.11 36.47   0.00
2/8/21/23    6 -19.00 53.11 36.47   0.00
7/8/13/24    5 -20.49 53.11 36.47   0.00
8/9/14/24    5 -20.49 53.11 36.47   0.00
8/24/25/30   5 -20.49 53.11 36.47   0.00
6/13/14/26   5 -20.49 53.12 36.47   0.00
5/8/12/23    6 -19.00 53.12 36.47   0.00
2/8/10/20    6 -19.00 53.12 36.47   0.00
7/9/24/26    5 -20.49 53.12 36.47   0.00
5/12         3 -23.16 53.12 36.47   0.00
5/13/22/26   5 -20.49 53.12 36.47   0.00
9/13/25/26   5 -20.49 53.12 36.47   0.00
8/12/23/27   6 -19.00 53.12 36.47   0.00
8/14/24/30   5 -20.49 53.12 36.48   0.00
6/8/11/13    6 -19.00 53.12 36.48   0.00
5/7/8/13     5 -20.49 53.12 36.48   0.00
12/20/24/26  5 -20.49 53.12 36.48   0.00
5/22/25/26   5 -20.49 53.12 36.48   0.00
8/12/15/24   5 -20.49 53.12 36.48   0.00
12/15        3 -23.16 53.12 36.48   0.00
9/20         3 -23.16 53.12 36.48   0.00
8/13/22/24   5 -20.49 53.12 36.48   0.00
5/18/19/26   5 -20.49 53.12 36.48   0.00
5/14/22/26   5 -20.49 53.12 36.48   0.00
9/13/16/26   5 -20.49 53.12 36.48   0.00
5/10/26/29   7 -17.41 53.13 36.48   0.00
8/10/13/30   6 -19.01 53.13 36.48   0.00
8/14/25/30   5 -20.49 53.13 36.49   0.00
10/19/20/26  6 -19.01 53.13 36.49   0.00
2/8/10/19    6 -19.01 53.14 36.49   0.00
3/20/24/26   5 -20.50 53.14 36.50   0.00
9/13/19/26   5 -20.50 53.14 36.50   0.00
10/15/24/26  6 -19.01 53.14 36.50   0.00
10/15/26/27  6 -19.01 53.14 36.50   0.00
8/12/15/16   5 -20.50 53.14 36.50   0.00
10/16/24/26  6 -19.01 53.14 36.50   0.00
5/7/8/20     5 -20.50 53.14 36.50   0.00
3/19/24/26   5 -20.50 53.14 36.50   0.00
3/8/12/16    5 -20.50 53.14 36.50   0.00
2/9/24/26    5 -20.50 53.14 36.50   0.00
5/26/29      5 -20.50 53.15 36.50   0.00
3/26/29      5 -20.50 53.15 36.50   0.00
8/9/28/30    7 -17.42 53.15 36.50   0.00
3/12/24/26   5 -20.50 53.15 36.51   0.00
12/25        3 -23.17 53.15 36.51   0.00
8/12/16/24   5 -20.50 53.15 36.51   0.00
7/8/22/24    5 -20.50 53.15 36.51   0.00
3/9/20/26    5 -20.50 53.15 36.51   0.00
6/21/30      4 -21.89 53.15 36.51   0.00
5/13/19/26   5 -20.50 53.15 36.51   0.00
2/7/24/26    5 -20.50 53.15 36.51   0.00
3/8/9/25     5 -20.50 53.15 36.51   0.00
9/15         3 -23.18 53.15 36.51   0.00
3/9          3 -23.18 53.15 36.51   0.00
9/12/20/26   5 -20.51 53.15 36.51   0.00
2/3/9/26     5 -20.51 53.15 36.51   0.00
3/12         3 -23.18 53.16 36.52   0.00
9/16         3 -23.18 53.16 36.52   0.00
5/13/18/26   5 -20.51 53.16 36.52   0.00
7/12/24/26   5 -20.51 53.16 36.52   0.00
3/19/20/26   5 -20.51 53.16 36.52   0.00
3/7/24/26    5 -20.51 53.16 36.52   0.00
5/20/22/26   5 -20.51 53.16 36.52   0.00
10/24/26/27  6 -19.03 53.16 36.52   0.00
5/7/8/18     5 -20.51 53.16 36.52   0.00
3/5/8/22     5 -20.51 53.16 36.52   0.00
3/7/8/25     5 -20.51 53.16 36.52   0.00
5/13/20/26   5 -20.51 53.16 36.52   0.00
2/16/24/26   5 -20.51 53.17 36.52   0.00
7/8/22/25    5 -20.51 53.17 36.53   0.00
2/3/24/26    5 -20.51 53.17 36.53   0.00
7/16/24/26   5 -20.51 53.17 36.53   0.00
5/16/22/26   5 -20.51 53.17 36.53   0.00
8/9/22/24    5 -20.51 53.17 36.53   0.00
2/4/8/23     6 -19.03 53.17 36.53   0.00
16/20/24/26  5 -20.51 53.17 36.53   0.00
7/8/29       5 -20.51 53.17 36.53   0.00
5/18/25/26   5 -20.51 53.17 36.53   0.00
8/18/20/25   5 -20.52 53.17 36.53   0.00
7/8/13/16    5 -20.52 53.17 36.53   0.00
3/8/13/22    5 -20.52 53.17 36.53   0.00
7/8/10/19    6 -19.03 53.18 36.53   0.00
12/18/24/26  5 -20.52 53.18 36.53   0.00
5/18/20/26   5 -20.52 53.18 36.53   0.00
7/9/14/26    5 -20.52 53.18 36.53   0.00
7/8/14/20    5 -20.52 53.18 36.54   0.00
3/8/9/14     5 -20.52 53.18 36.54   0.00
15/24/25/26  5 -20.52 53.18 36.54   0.00
7/8/14/22    5 -20.52 53.18 36.54   0.00
8/9/13/25    5 -20.52 53.18 36.54   0.00
9/24         3 -23.19 53.18 36.54   0.00
2/8/12/29    6 -19.03 53.18 36.54   0.00
15/16/24/26  5 -20.52 53.18 36.54   0.00
9/10/24/26   6 -19.03 53.18 36.54   0.00
8/25/28/30   7 -17.44 53.18 36.54   0.00
3/5/7/8      5 -20.52 53.18 36.54   0.00
8/12/18/23   6 -19.04 53.18 36.54   0.00
5/8/22/25    5 -20.52 53.18 36.54   0.00
3/6/22/26    5 -20.52 53.18 36.54   0.00
6/22/25/26   5 -20.52 53.18 36.54   0.00
5/13/25/26   5 -20.52 53.19 36.54   0.00
7/8/20/24    5 -20.52 53.19 36.54   0.00
3/14/24/26   5 -20.52 53.19 36.54   0.00
8/18/28/30   7 -17.44 53.19 36.54   0.00
7/8/15/22    5 -20.52 53.19 36.54   0.00
